txn_id,customer_id,txn_type,amount,txn_time,status
T01075,C0391,Purchase,28919.7,2024-10-02 18:58:00,Success
T01076,C0446,Deposit,80815.29,2024-11-10 03:42:39,Success
T01077,C0059,Transfer,24489.33,2024-11-13 11:42:26,Success
T01078,C0081,Transfer,83835.31,2025-03-28 08:42:08,Success
T01079,C0087,Purchase,72095.1,2025-04-16 23:01:16,Success
T01080,C0047,Withdrawal,49019.63,2025-03-23 02:30:20,Success
T01081,C0352,Transfer,84479.8,2024-08-30 11:37:48,Success
T01082,C0377,Deposit,98647.54,2024-10-20 23:21:44,Success
T01083,C0036,Deposit,65186.23,2024-06-22 04:26:52,Success
T01084,C0051,Purchase,10686.21,2024-10-30 12:02:44,Success
T01085,C0376,Withdrawal,9747.35,2024-08-14 21:37:17,Success
T01086,C0401,Deposit,20013.03,2024-09-15 07:23:32,Success
T01087,C0150,Deposit,30431.34,2024-05-26 17:31:08,Success
T01088,C0493,Withdrawal,49827.28,2025-01-18 16:46:05,Success
T01089,C0330,Deposit,33781.11,2025-02-01 20:57:39,Success
T01090,C0331,Deposit,66365.34,2024-06-26 01:23:01,Success
T01091,C0119,Withdrawal,21123.97,2024-11-26 15:56:28,Success
T01092,C0428,Deposit,19193.91,2024-06-28 04:32:50,Success
T01093,C0331,Deposit,97634.5,2025-02-07 18:22:45,Success
T01094,C0286,Withdrawal,62466.59,2024-10-28 08:10:38,Success
T01095,C0391,Withdrawal,21418.5,2024-12-02 20:16:23,Success
T01096,C0168,Deposit,99515.39,2025-04-08 23:29:21,Success
T01097,C0308,Online Fraud,92505.96,2025-04-09 07:27:52,Failed
T01098,C0220,Withdrawal,93870.79,2025-04-27 20:33:58,Success
T01099,C0198,Deposit,75024.73,2025-02-16 03:11:01,Success
T01100,C0252,Deposit,48665.73,2024-09-29 22:59:05,Success
T01101,C0428,Withdrawal,98936.89,2025-01-27 03:15:13,Success
T01102,C0123,Deposit,94077.76,2024-08-21 02:27:29,Success
T01103,C0247,Withdrawal,80905.07,2024-05-29 09:09:33,Success
T01104,C0119,Withdrawal,39900.58,2024-12-15 21:24:32,Success
T01105,C0359,Transfer,72860.99,2024-12-24 18:00:21,Failed
T01106,C0001,Deposit,15601.36,2025-05-04 18:53:57,Failed
T01107,C0394,Deposit,28195.86,2024-09-06 03:54:43,Success
T01108,C0298,Deposit,77705.05,2025-05-04 13:10:34,Success
T01109,C0166,Withdrawal,40376.65,2024-06-13 09:47:02,Success
T01110,C0189,Deposit,94275.78,2024-11-13 01:40:53,Success
T01111,C0418,Deposit,93217.14,2025-04-28 23:56:45,Success
T01112,C0340,Purchase,84894.4,2024-06-18 04:09:04,Success
T01113,C0398,Deposit,31067.65,2024-10-25 23:05:17,Success
T01114,C0125,Deposit,51764.7,2024-08-08 07:23:48,Success
T01115,C0336,Withdrawal,47178.23,2024-11-02 18:11:02,Success
T01116,C0486,Withdrawal,70768.7,2024-09-29 09:01:23,Success
T01117,C0045,Deposit,585.44,2025-05-10 01:36:50,Success
T01118,C0308,Transfer,59682.94,2025-01-20 12:17:54,Success
T01119,C0296,Withdrawal,78596.44,2025-05-20 06:16:29,Success
T01120,C0191,Withdrawal,42266.56,2024-06-17 00:46:20,Failed
T01121,C0262,Deposit,90832.78,2025-04-01 12:53:16,Success
T01122,C0101,Deposit,65659.32,2025-02-08 17:02:33,Success
T01123,C0102,Deposit,33705.24,2024-07-15 14:16:19,Success
T01124,C0398,Purchase,48194.34,2024-12-18 03:18:59,Success
T01125,C0299,Deposit,29803.89,2025-03-22 20:49:47,Success
T01126,C0015,Purchase,42566.76,2025-05-20 03:14:20,Success
T01127,C0361,Deposit,59366.85,2024-11-29 23:37:59,Failed
T01128,C0296,Purchase,43378.97,2024-11-10 08:32:13,Success
T01129,C0444,Deposit,85558.3,2025-04-27 15:51:12,Success
T01130,C0017,Deposit,95149.64,2025-01-08 12:30:04,Success
T01131,C0021,Withdrawal,23618.11,2025-05-02 07:53:32,Success
T01132,C0208,Withdrawal,34517.82,2024-07-30 01:37:36,Success
T01133,C0066,Deposit,83636.05,2025-05-16 18:10:23,Success
T01134,C0184,Withdrawal,3013.91,2025-03-07 14:09:55,Success
T01135,C0482,Purchase,17871.59,2024-05-30 04:54:43,Success
T01136,C0119,Deposit,40070.57,2024-07-28 01:00:22,Success
T01137,C0023,Transfer,87383.77,2024-05-31 02:14:15,Success
T01138,C0334,Transfer,81003.09,2024-07-29 17:30:26,Success
T01139,C0406,Transfer,62373.44,2024-07-01 23:35:35,Success
T01140,C0239,Transfer,32558.05,2024-06-16 10:35:22,Success
T01141,C0272,Withdrawal,85735.18,2025-02-02 19:39:34,Success
T01142,C0483,Deposit,24596.99,2025-05-09 17:53:02,Success
T01143,C0459,Deposit,3511.37,2025-05-05 10:33:56,Success
T01144,C0221,Withdrawal,34321.28,2025-01-28 01:49:24,Success
T01145,C0409,Deposit,54839.54,2025-04-27 00:42:57,Success
T01146,C0355,Deposit,77088.48,2025-03-14 21:39:03,Success
T01147,C0010,Transfer,84933.54,2024-12-08 06:39:16,Success
T01148,C0356,Deposit,71299.32,2024-11-05 11:37:58,Success
T01149,C0322,Transfer,45461.93,2024-08-02 14:09:21,Success
T01150,C0193,Withdrawal,76925.06,2025-03-04 09:31:40,Success
T01151,C0137,Deposit,83700.5,2024-06-26 12:40:55,Success
T01152,C0029,Deposit,85494.04,2025-03-22 03:58:54,Success
T01153,C0200,Transfer,67616.91,2025-02-25 02:12:50,Success
T01154,C0358,Deposit,60333.29,2025-02-21 06:41:42,Success
T01155,C0260,Withdrawal,91003.19,2025-01-13 21:04:29,Success
T01156,C0066,Purchase,45391.24,2024-12-23 13:40:54,Success
T01157,C0285,Deposit,90399.65,2025-02-10 11:34:37,Success
T01158,C0379,Deposit,57126.59,2025-05-10 02:02:39,Success
T01159,C0367,Online Fraud,99923.02,2025-02-14 06:39:10,Failed
T01160,C0341,Withdrawal,4633.73,2025-03-23 17:42:23,Success
T01161,C0345,Purchase,66777.45,2025-01-27 00:22:47,Success
T01162,C0080,Deposit,29219.58,2025-03-21 02:23:29,Success
T01163,C0330,Withdrawal,28276.29,2025-05-24 06:12:41,Success
T01164,C0330,Deposit,36669.59,2024-11-20 07:22:47,Success
T01165,C0210,Deposit,2168.17,2025-03-26 19:11:53,Success
T01166,C0076,Withdrawal,17303.52,2024-09-16 22:16:07,Failed
T01167,C0124,Deposit,96989.16,2024-10-15 14:41:10,Success
T01168,C0274,Transfer,14723.25,2025-04-27 13:44:38,Success
T01169,C0199,Withdrawal,50614.76,2025-04-05 22:12:11,Success
T01170,C0343,Deposit,2997.97,2024-11-09 00:59:03,Success
T01171,C0192,Transfer,76213.57,2024-11-15 09:06:28,Success
T01172,C0133,Deposit,59105.23,2024-09-04 03:23:27,Success
T01173,C0491,Withdrawal,41395.48,2024-11-22 16:48:31,Success
T01174,C0243,Withdrawal,8300.16,2025-04-07 05:12:15,Success
T01175,C0443,Withdrawal,22125.18,2025-01-12 14:15:54,Success
T01176,C0268,Withdrawal,53657.31,2025-01-25 05:41:36,Success
T01177,C0075,Online Fraud,57231.05,2024-09-30 15:32:57,Failed
T01178,C0287,Online Fraud,85066.79,2025-02-23 14:28:56,Failed
T01179,C0006,Withdrawal,78748.17,2024-08-25 18:16:36,Success
T01180,C0359,Purchase,11134.36,2025-01-06 11:03:31,Failed
T01181,C0237,Deposit,71983.27,2024-06-18 15:01:05,Failed
T01182,C0273,Deposit,51379.24,2024-12-14 14:22:45,Success
T01183,C0054,Withdrawal,33387.4,2024-12-19 13:52:15,Failed
T01184,C0455,Withdrawal,47678.83,2024-06-13 10:26:21,Success
T01185,C0371,Deposit,96227.56,2024-10-27 03:31:19,Success
T01186,C0126,Deposit,76960.03,2025-04-13 20:56:17,Success
T01187,C0163,Withdrawal,58252.95,2025-05-01 16:04:52,Success
T01188,C0392,Withdrawal,49733.32,2024-07-30 07:15:25,Success
T01189,C0081,Withdrawal,10684.55,2024-10-27 05:34:35,Success
T01190,C0384,Transfer,91259.26,2025-05-02 12:37:41,Success
T01191,C0018,Withdrawal,54936.07,2025-05-02 21:25:40,Success
T01192,C0407,Deposit,49083.87,2024-09-01 09:04:05,Failed
T01193,C0079,Purchase,27672.12,2024-10-13 08:00:19,Success
T01194,C0160,Withdrawal,33108.08,2025-03-04 14:11:48,Success
T01195,C0285,Withdrawal,9923.33,2024-09-29 05:59:34,Success
T01196,C0289,Deposit,86314.11,2024-09-17 14:24:57,Success
T01197,C0335,Deposit,76885.4,2024-12-25 21:43:43,Success
T01198,C0063,Online Fraud,3317.79,2024-07-07 22:02:58,Failed
T01199,C0229,Deposit,71821.51,2024-06-14 00:00:40,Failed
T01200,C0404,Deposit,76308.73,2024-06-29 03:14:09,Success
T01201,C0288,Deposit,89977.29,2024-12-27 14:06:33,Failed
T01202,C0399,Deposit,46583.28,2025-04-27 11:54:46,Success
T01203,C0289,Purchase,77682.88,2024-05-26 00:15:54,Success
T01204,C0067,Withdrawal,67789.92,2024-10-09 13:36:06,Success
T01205,C0160,Deposit,1970.92,2025-01-22 19:22:12,Success
T01206,C0203,Deposit,97700.41,2025-02-12 15:21:20,Success
T01207,C0232,Deposit,60175.79,2024-10-09 06:24:11,Success
T01208,C0020,Deposit,56394.88,2025-01-30 12:16:11,Success
T01209,C0260,Withdrawal,42090.5,2024-09-14 05:00:12,Failed
T01210,C0485,Online Fraud,15324.28,2025-05-20 03:21:10,Failed
T01211,C0481,Transfer,22750.28,2024-08-26 20:42:53,Success
T01212,C0133,Online Fraud,92106.77,2024-12-04 07:47:19,Failed
T01213,C0437,Withdrawal,10040.2,2024-06-23 12:37:51,Failed
T01214,C0041,Deposit,1034.95,2024-06-07 23:19:58,Success
T01215,C0079,Deposit,62580.71,2025-03-05 21:11:02,Success
T01216,C0054,Withdrawal,39993.66,2024-09-30 04:20:33,Success
T01217,C0487,Withdrawal,89455.27,2025-04-23 22:59:10,Success
T01218,C0332,Withdrawal,74128.0,2024-12-22 05:28:12,Success
T01219,C0223,Purchase,48833.1,2025-03-01 16:26:55,Failed
T01220,C0119,Deposit,1842.88,2024-10-17 03:22:10,Success
T01221,C0423,Transfer,62334.68,2025-03-28 02:08:54,Success
T01222,C0321,Purchase,69133.48,2025-04-02 02:05:14,Success
T01223,C0495,Online Fraud,12061.75,2025-01-10 16:26:33,Failed
T01224,C0165,Transfer,78256.52,2025-01-09 01:29:03,Success
T01225,C0258,Deposit,8702.65,2025-02-07 02:10:57,Success
T01226,C0205,Deposit,13489.27,2025-03-23 20:04:57,Failed
T01227,C0109,Withdrawal,11350.51,2025-03-15 08:28:21,Success
T01228,C0117,Purchase,80392.59,2024-11-23 18:30:00,Success
T01229,C0203,Deposit,95303.24,2024-09-06 05:07:58,Success
T01230,C0279,Deposit,77878.82,2025-02-27 15:45:53,Failed
T01231,C0092,Transfer,4832.63,2024-07-12 14:14:41,Success
T01232,C0489,Withdrawal,83760.31,2024-06-08 19:21:35,Failed
T01233,C0054,Deposit,85060.46,2024-08-17 05:06:04,Success
T01234,C0378,Deposit,98634.67,2025-03-27 21:56:19,Success
T01235,C0142,Deposit,11720.84,2025-01-16 13:18:19,Success
T01236,C0402,Withdrawal,51824.01,2024-07-12 22:41:26,Success
T01237,C0232,Deposit,58768.6,2025-02-02 10:19:41,Success
T01238,C0497,Withdrawal,48939.35,2025-05-05 12:37:38,Success
T01239,C0285,Deposit,20378.38,2024-09-03 01:40:59,Success
T01240,C0364,Deposit,81856.85,2024-10-06 12:13:46,Success
T01241,C0481,Deposit,90176.57,2024-11-14 21:42:57,Success
T01242,C0211,Withdrawal,29001.13,2024-12-10 22:33:57,Success
T01243,C0379,Deposit,58431.3,2024-05-28 05:59:40,Success
T01244,C0498,Withdrawal,89973.5,2024-06-10 21:02:28,Success
T01245,C0274,Purchase,58766.31,2025-03-17 14:02:33,Success
T01246,C0215,Transfer,39494.02,2024-11-29 09:00:54,Success
T01247,C0434,Deposit,11461.88,2024-06-12 13:04:38,Success
T01248,C0327,Deposit,76245.64,2025-05-17 12:40:06,Success
T01249,C0218,Purchase,45837.88,2024-09-21 12:38:56,Success
T01250,C0489,Withdrawal,27000.81,2024-11-02 21:04:25,Success
T01251,C0080,Withdrawal,9570.98,2024-11-13 10:00:24,Success
T01252,C0265,Deposit,59771.44,2024-09-14 12:08:26,Success
T01253,C0390,Deposit,66121.73,2025-04-15 07:00:14,Success
T01254,C0440,Deposit,79100.62,2025-02-06 08:50:14,Success
T01255,C0429,Purchase,10904.93,2025-01-06 14:24:09,Success
T01256,C0291,Transfer,54100.5,2024-11-18 07:42:53,Success
T01257,C0159,Withdrawal,3239.61,2024-11-29 21:38:01,Failed
T01258,C0277,Withdrawal,27292.5,2025-02-20 01:08:19,Success
T01259,C0262,Withdrawal,42530.4,2024-08-14 13:05:12,Success
T01260,C0112,Withdrawal,15471.69,2025-05-14 17:34:43,Failed
T01261,C0350,Deposit,72740.26,2025-03-18 18:44:45,Success
T01262,C0027,Withdrawal,7160.22,2025-03-23 05:19:06,Success
T01263,C0339,Deposit,37246.5,2025-03-18 00:37:52,Success
T01264,C0413,Deposit,95627.93,2025-01-13 19:27:00,Success
T01265,C0406,Deposit,31465.19,2025-03-22 20:39:04,Success
T01266,C0296,Transfer,9745.56,2025-02-26 03:51:35,Success
T01267,C0402,Deposit,87495.42,2025-03-15 09:19:58,Success
T01268,C0471,Deposit,79444.53,2025-05-19 01:08:13,Failed
T01269,C0452,Deposit,72955.11,2025-05-11 14:28:36,Success
T01270,C0425,Deposit,7039.1,2025-04-13 03:24:50,Success
T01271,C0006,Deposit,98270.61,2025-03-30 18:49:58,Success
T01272,C0461,Deposit,14714.66,2024-07-02 06:34:55,Success
T01273,C0042,Withdrawal,8081.24,2024-09-27 08:57:11,Success
T01274,C0471,Withdrawal,85850.75,2024-08-23 06:08:36,Success
T01275,C0271,Deposit,19788.29,2024-06-05 17:36:50,Success
T01276,C0227,Deposit,87394.02,2024-08-22 12:42:19,Success
T01277,C0291,Withdrawal,5869.07,2025-05-13 21:46:33,Success
T01278,C0147,Purchase,5064.67,2025-02-16 06:29:50,Success
T01279,C0173,Deposit,30656.78,2024-09-19 18:52:25,Success
T01280,C0379,Deposit,61890.08,2025-05-05 18:31:23,Success
T01281,C0317,Transfer,58193.31,2024-08-21 04:45:22,Success
T01282,C0345,Withdrawal,58652.44,2025-02-19 12:24:23,Success
T01283,C0355,Withdrawal,53962.11,2025-01-18 13:35:13,Success
T01284,C0282,Online Fraud,9259.01,2024-07-14 05:19:44,Failed
T01285,C0106,Purchase,13989.01,2024-05-25 19:55:37,Success
T01286,C0369,Purchase,15493.85,2024-06-25 19:39:29,Success
T01287,C0035,Withdrawal,34754.69,2024-11-09 20:22:50,Success
T01288,C0330,Withdrawal,24370.68,2025-02-25 20:47:11,Success
T01289,C0438,Withdrawal,16250.95,2025-02-17 02:56:59,Success
T01290,C0052,Purchase,68645.57,2025-04-24 13:50:15,Failed
T01291,C0263,Withdrawal,95025.55,2025-05-07 07:07:21,Success
T01292,C0015,Withdrawal,88488.97,2024-12-19 21:15:48,Success
T01293,C0455,Withdrawal,79257.08,2024-12-28 02:59:37,Success
T01294,C0314,Deposit,37228.64,2025-02-08 23:25:11,Success
T01295,C0358,Deposit,94992.79,2025-04-30 09:27:34,Success
T01296,C0237,Deposit,4447.47,2024-11-11 05:19:38,Success
T01297,C0264,Purchase,83851.12,2025-04-20 20:51:45,Success
T01298,C0157,Purchase,57782.44,2025-01-23 09:55:21,Failed
T01299,C0290,Purchase,95561.72,2024-10-30 15:46:30,Success
T01300,C0466,Withdrawal,96572.99,2024-07-02 15:33:32,Success
T01301,C0421,Transfer,77171.67,2024-07-25 21:17:49,Success
T01302,C0090,Deposit,18544.96,2025-04-11 01:50:11,Success
T01303,C0174,Purchase,27490.17,2024-08-28 12:26:34,Success
T01304,C0363,Withdrawal,33427.6,2024-08-30 15:40:58,Success
T01305,C0318,Deposit,93649.48,2025-02-21 19:38:04,Success
T01306,C0398,Deposit,73227.8,2025-05-09 17:31:59,Success
T01307,C0215,Purchase,15492.79,2024-09-28 20:34:19,Success
T01308,C0102,Deposit,90846.29,2024-06-28 08:30:06,Success
T01309,C0072,Withdrawal,92194.66,2024-11-24 07:34:05,Success
T01310,C0438,Withdrawal,50418.82,2025-04-22 13:52:30,Success
T01311,C0437,Deposit,34203.92,2024-12-26 12:03:32,Success
T01312,C0330,Transfer,54135.58,2024-10-29 09:55:24,Success
T01313,C0412,Deposit,67095.32,2024-06-28 07:26:49,Success
T01314,C0104,Transfer,44269.35,2024-12-13 00:21:31,Success
T01315,C0205,Deposit,19405.12,2024-08-19 20:51:04,Success
T01316,C0176,Withdrawal,79156.47,2024-06-06 02:56:25,Success
T01317,C0125,Purchase,98047.28,2025-03-23 01:12:01,Success
T01318,C0434,Withdrawal,52785.46,2024-09-03 16:57:25,Success
T01319,C0313,Transfer,18295.4,2024-09-22 23:08:29,Success
T01320,C0444,Deposit,71664.88,2024-11-25 14:33:49,Success
T01321,C0141,Deposit,66136.41,2024-10-28 20:05:52,Success
T01322,C0155,Deposit,58893.9,2024-10-05 09:25:31,Success
T01323,C0331,Deposit,33384.69,2024-10-01 19:52:22,Success
T01324,C0434,Deposit,39883.63,2024-08-12 04:59:48,Failed
T01325,C0332,Transfer,92443.93,2025-01-30 23:19:14,Success
T01326,C0048,Deposit,77283.45,2024-06-21 19:55:17,Success
T01327,C0158,Deposit,30580.88,2025-01-03 06:49:23,Success
T01328,C0348,Withdrawal,200.56,2025-03-13 20:15:49,Success
T01329,C0422,Purchase,38152.97,2024-10-25 14:30:27,Success
T01330,C0054,Withdrawal,74064.2,2025-04-24 06:45:03,Success
T01331,C0429,Deposit,36734.83,2024-07-22 18:16:35,Success
T01332,C0386,Purchase,61956.44,2024-09-24 13:54:17,Failed
T01333,C0012,Online Fraud,88372.51,2024-09-20 06:34:17,Failed
T01334,C0339,Withdrawal,75955.34,2025-02-25 19:56:35,Success
T01335,C0188,Purchase,74235.05,2024-10-29 17:34:18,Success
T01336,C0034,Withdrawal,37262.94,2024-10-25 14:26:57,Success
T01337,C0004,Deposit,4490.43,2025-04-03 02:29:13,Success
T01338,C0073,Transfer,87208.96,2024-08-14 19:09:10,Success
T01339,C0318,Deposit,50266.19,2024-07-31 23:32:22,Failed
T01340,C0116,Purchase,79129.15,2025-01-13 20:30:42,Success
T01341,C0126,Withdrawal,86966.8,2024-06-16 17:54:15,Success
T01342,C0449,Deposit,61401.14,2025-04-06 20:25:09,Success
T01343,C0162,Withdrawal,45510.73,2024-10-20 13:00:05,Success
T01344,C0298,Withdrawal,64156.01,2025-04-20 02:07:50,Success
T01345,C0011,Withdrawal,81536.67,2025-02-20 15:41:19,Success
T01346,C0043,Withdrawal,46736.52,2024-11-23 21:36:54,Success
T01347,C0221,Deposit,65553.06,2024-07-26 19:06:31,Success
T01348,C0081,Withdrawal,73838.91,2025-04-20 15:40:36,Success
T01349,C0068,Deposit,28160.34,2024-08-09 00:50:10,Success
T01350,C0343,Deposit,13365.91,2024-08-30 22:00:58,Success
T01351,C0408,Deposit,10651.62,2025-03-03 21:45:24,Success
T01352,C0292,Deposit,20863.46,2025-03-14 04:17:18,Success
T01353,C0259,Purchase,5388.43,2025-02-13 05:10:46,Success
T01354,C0123,Deposit,76525.04,2024-06-11 16:03:03,Success
T01355,C0406,Withdrawal,58920.5,2024-07-09 15:05:25,Success
T01356,C0442,Withdrawal,86156.38,2024-06-14 02:09:53,Success
T01357,C0414,Purchase,67638.73,2025-05-15 23:58:34,Failed
T01358,C0064,Transfer,23481.77,2025-02-08 17:58:47,Success
T01359,C0486,Deposit,21434.23,2025-05-24 00:07:09,Failed
T01360,C0289,Purchase,77701.36,2024-08-03 17:15:25,Success
T01361,C0450,Deposit,83032.57,2024-11-12 04:06:16,Success
T01362,C0474,Withdrawal,74290.88,2024-11-10 12:43:31,Success
T01363,C0179,Transfer,43644.26,2024-11-11 21:40:24,Success
T01364,C0342,Deposit,32007.24,2024-09-19 09:25:34,Success
T01365,C0293,Deposit,98146.21,2024-11-20 08:41:32,Success
T01366,C0313,Withdrawal,29307.53,2024-10-08 08:16:23,Success
T01367,C0214,Deposit,80306.52,2025-02-20 01:35:10,Success
T01368,C0395,Withdrawal,8084.01,2024-11-18 07:40:55,Success
T01369,C0500,Transfer,58847.46,2025-01-17 11:39:39,Success
T01370,C0329,Deposit,23167.42,2024-11-08 20:17:48,Success
T01371,C0395,Deposit,34588.92,2024-05-27 14:27:34,Success
T01372,C0177,Withdrawal,42254.21,2025-05-20 09:37:08,Success
T01373,C0234,Deposit,86443.27,2025-03-28 10:48:28,Success
T01374,C0153,Transfer,78229.84,2025-02-02 12:08:20,Success
T01375,C0032,Online Fraud,41369.21,2025-01-19 06:46:54,Failed
T01376,C0496,Withdrawal,81753.69,2024-12-16 03:31:26,Success
T01377,C0492,Purchase,1965.58,2025-01-27 09:11:50,Success
T01378,C0121,Withdrawal,47027.5,2025-05-19 05:57:30,Success
T01379,C0393,Withdrawal,41449.3,2024-12-10 08:52:22,Success
T01380,C0393,Withdrawal,25527.41,2024-08-02 23:39:52,Success
T01381,C0307,Purchase,24654.83,2025-04-04 19:26:56,Failed
T01382,C0205,Purchase,27553.9,2024-11-18 23:21:41,Success
T01383,C0329,Purchase,28157.09,2025-01-11 16:13:22,Failed
T01384,C0380,Transfer,50141.7,2024-09-10 15:09:25,Success
T01385,C0218,Deposit,94054.46,2024-06-13 00:59:57,Success
T01386,C0001,Withdrawal,58804.29,2024-11-25 17:45:45,Failed
T01387,C0363,Deposit,64985.25,2025-02-18 08:16:35,Success
T01388,C0300,Online Fraud,78801.66,2024-08-03 03:48:12,Failed
T01389,C0129,Deposit,84555.91,2025-03-05 00:53:13,Success
T01390,C0140,Deposit,73390.21,2024-05-29 18:22:19,Success
T01391,C0370,Deposit,27688.15,2024-12-09 05:31:14,Success
T01392,C0089,Deposit,492.93,2024-06-21 13:27:59,Success
T01393,C0321,Deposit,78017.37,2025-02-17 10:03:42,Success
T01394,C0316,Deposit,80334.34,2024-09-01 15:17:46,Success
T01395,C0104,Deposit,47885.17,2024-10-12 04:24:54,Success
T01396,C0463,Transfer,30163.97,2025-02-06 19:39:07,Success
T01397,C0259,Withdrawal,16324.62,2025-03-08 11:26:35,Success
T01398,C0139,Withdrawal,84123.85,2024-08-22 14:31:11,Success
T01399,C0303,Transfer,43672.36,2024-07-25 00:26:15,Success
T01400,C0082,Online Fraud,89463.75,2025-02-21 14:10:22,Failed
T01401,C0130,Purchase,32728.5,2024-06-17 08:45:24,Success
T01402,C0355,Deposit,98003.53,2024-06-26 23:07:54,Success
T01403,C0322,Withdrawal,72140.53,2025-01-12 00:30:22,Success
T01404,C0375,Transfer,98291.77,2025-01-14 12:25:53,Success
T01405,C0264,Deposit,35059.19,2024-09-04 12:05:44,Success
T01406,C0387,Withdrawal,56122.62,2025-03-27 22:04:38,Success
T01407,C0438,Withdrawal,69617.74,2025-02-18 01:06:50,Success
T01408,C0186,Withdrawal,14463.2,2024-09-16 22:11:20,Success
T01409,C0367,Deposit,81455.45,2025-02-12 20:01:19,Success
T01410,C0052,Transfer,24074.1,2024-10-19 06:05:53,Success
T01411,C0396,Transfer,4337.05,2025-05-13 09:50:36,Success
T01412,C0038,Deposit,66142.4,2024-07-05 17:17:19,Success
T01413,C0145,Deposit,18571.84,2024-05-24 18:44:24,Success
T01414,C0191,Withdrawal,34365.59,2025-03-09 17:06:40,Success
T01415,C0252,Withdrawal,48953.74,2025-05-02 05:19:46,Success
T01416,C0213,Deposit,57774.46,2024-06-12 12:23:54,Success
T01417,C0360,Withdrawal,11872.88,2024-06-01 22:09:30,Success
T01418,C0411,Deposit,11052.08,2024-09-04 09:30:17,Success
T01419,C0212,Withdrawal,19856.71,2025-05-22 09:47:32,Failed
T01420,C0261,Deposit,59209.88,2024-12-28 11:19:28,Success
T01421,C0258,Deposit,23034.41,2025-02-18 14:13:17,Success
T01422,C0312,Withdrawal,57442.5,2024-08-05 09:40:35,Success
T01423,C0402,Withdrawal,78360.61,2024-10-18 11:13:41,Success
T01424,C0174,Transfer,46654.86,2024-09-14 05:15:13,Success
T01425,C0472,Deposit,71842.84,2025-04-30 10:30:22,Success
T01426,C0219,Deposit,53396.24,2025-04-01 09:50:59,Success
T01427,C0398,Transfer,89774.36,2024-07-25 09:27:34,Success
T01428,C0243,Transfer,80538.88,2025-04-04 17:45:28,Success
T01429,C0015,Transfer,13371.18,2024-06-15 00:27:53,Success
T01430,C0447,Transfer,96194.32,2024-12-30 03:34:21,Success
T01431,C0103,Deposit,92496.14,2024-09-12 04:50:15,Success
T01432,C0109,Deposit,27517.33,2025-01-06 19:31:06,Success
T01433,C0059,Transfer,84146.71,2024-10-01 13:29:14,Success
T01434,C0420,Withdrawal,61518.48,2025-02-17 04:05:40,Failed
T01435,C0435,Transfer,98503.51,2024-10-24 20:05:38,Success
T01436,C0384,Withdrawal,41449.29,2025-04-09 00:16:45,Success
T01437,C0423,Deposit,21500.58,2025-04-04 05:08:44,Success
T01438,C0215,Deposit,8689.02,2024-08-06 20:45:35,Success
T01439,C0309,Purchase,18150.08,2025-02-06 10:00:31,Success
T01440,C0091,Online Fraud,52600.69,2025-03-29 19:23:51,Failed
T01441,C0179,Deposit,51046.0,2024-08-05 07:42:11,Success
T01442,C0431,Withdrawal,8632.11,2025-01-17 21:13:45,Success
T01443,C0237,Withdrawal,30717.3,2024-08-19 14:01:56,Success
T01444,C0500,Deposit,98409.59,2024-06-12 15:03:14,Success
T01445,C0248,Withdrawal,34596.09,2024-09-05 21:18:00,Success
T01446,C0013,Purchase,43291.43,2024-07-24 20:01:55,Success
T01447,C0257,Purchase,64220.83,2024-12-21 07:46:25,Success
T01448,C0117,Purchase,23506.37,2025-03-03 12:57:14,Success
T01449,C0291,Online Fraud,34167.07,2024-05-29 18:27:47,Failed
T01450,C0001,Withdrawal,67881.48,2025-01-14 13:24:54,Success
T01451,C0034,Deposit,90072.36,2024-06-24 17:18:55,Success
T01452,C0339,Deposit,2849.19,2024-11-02 02:18:06,Failed
T01453,C0054,Deposit,70927.09,2024-12-06 16:19:24,Failed
T01454,C0005,Deposit,93505.31,2024-08-28 15:48:18,Success
T01455,C0156,Deposit,1215.91,2025-01-23 00:15:25,Success
T01456,C0116,Deposit,64717.08,2024-08-31 22:59:14,Success
T01457,C0011,Deposit,17005.65,2025-04-18 18:51:35,Success
T01458,C0433,Withdrawal,19689.64,2025-04-14 21:48:53,Success
T01459,C0258,Withdrawal,87168.18,2024-11-22 05:01:12,Success
T01460,C0006,Deposit,14439.1,2024-07-11 00:25:30,Success
T01461,C0267,Deposit,77822.5,2024-05-24 19:20:07,Success
T01462,C0361,Transfer,9589.15,2024-11-06 19:36:45,Success
T01463,C0500,Deposit,71516.78,2024-10-02 09:55:41,Failed
T01464,C0472,Transfer,6348.4,2025-02-05 01:56:50,Success
T01465,C0323,Withdrawal,60657.28,2025-05-07 19:33:43,Success
T01466,C0439,Purchase,5120.19,2024-07-26 21:39:53,Success
T01467,C0093,Withdrawal,97681.06,2024-10-13 07:28:03,Success
T01468,C0275,Withdrawal,98644.09,2024-06-29 14:53:18,Success
T01469,C0177,Withdrawal,85310.24,2025-02-06 06:58:25,Success
T01470,C0438,Deposit,45511.63,2025-01-18 11:04:52,Success
T01471,C0357,Deposit,29495.89,2024-07-10 18:21:13,Success
T01472,C0441,Purchase,93056.03,2024-10-11 04:12:41,Success
T01473,C0122,Purchase,6926.99,2025-03-20 15:24:38,Success
T01474,C0010,Purchase,56277.14,2024-09-16 20:47:19,Success
T01475,C0016,Withdrawal,88733.15,2025-03-21 09:11:10,Success
